-80.0	409
80.0	409
80.0	-21.0
79.9878156125113	-22.39619251498268
79.95126616152766	-23.791959736200077
79.8903627803659	-25.186876499435506
79.80512402078594	-26.580517899530022
79.69557584733964	-27.97245941981265
79.56175162946187	-29.36227706141228
79.40369213130576	-30.7495474724118
79.22144549932563	-32.133848076805236
79.01506724761103	-33.514757203218466
78.78462024097664	-34.89185421335443
78.53017467581311	-36.26471963012359
78.25180805870446	-37.63293526542075
77.94960518281881	-38.996084347509196
77.62365810207972	-40.35375164797342
77.27406610312546	-41.70552360820166
76.90093567506551	-43.050988465359936
76.50438047704283	-44.38973637781894
76.08452130361228	-45.721359549995796
75.64148604794535	-47.04545235657254
75.17540966287268	-48.361611466053496
74.68643411977614	-49.669435963624025
74.174708365343	-50.96852747327296
73.64038827619522	-52.2584902791419
73.08363661140807	-53.53893144606402
72.50462296293199	-54.809460939255956
71.90352370393336	-56.06969174312619
71.28052193506943	-57.31923997916374
70.63580742871416	-58.55772502287127
69.96957657115166	-59.784769619706964
69.2820323027551	-60.99999999999999
68.57338405616899	-62.203045992804334
67.84384769251407	-63.39354113865639
67.09364543563393	-64.57112280120216
66.32300580440332	-65.73543227765975
65.53216354311934	-66.88611490808368
64.7213595499958	-68.02282018339785
63.890840803783426	-69.14520185216386
63.04086028853775	-70.25291802605267
62.17167691655767	-71.34563128398699
61.283555449518246	-72.42300877492315
60.37676641782176	-73.48472231924057
59.451586038191536	-74.53044850870866
58.50829612953363	-75.55986880499988
57.547184027092094	-76.57266963671978
56.568542494923804	-77.5685424949238
55.57266963671979	-78.54718402709209
54.55986880499988	-79.50829612953363
53.53044850870866	-80.45158603819154
52.48472231924059	-81.37676641782176
51.42300877492315	-82.28355544951825
50.345631283987004	-83.17167691655766
49.25291802605266	-84.04086028853774
48.14520185216387	-84.89084080378342
47.02282018339786	-85.72135954999578
45.88611490808369	-86.53216354311934
44.735432277659754	-87.32300580440332
43.571122801202165	-88.09364543563393
42.39354113865639	-88.84384769251407
41.203045992804334	-89.57338405616899
40.00000000000001	-90.28203230275508
38.78476961970697	-90.96957657115166
37.55772502287127	-91.63580742871414
36.31923997916375	-92.28052193506943
35.06969174312619	-92.90352370393336
33.809460939255956	-93.50462296293199
32.53893144606401	-94.08363661140807
31.258490279141895	-94.64038827619522
29.968527473272957	-95.174708365343
28.669435963624032	-95.68643411977614
27.361611466053507	-96.17540966287267
26.04545235657254	-96.64148604794534
24.721359549995796	-97.08452130361228
23.38973637781894	-97.50438047704283
22.050988465359932	-97.90093567506551
20.70552360820166	-98.27406610312546
19.353751647973414	-98.62365810207972
17.996084347509193	-98.94960518281881
16.632935265420755	-99.25180805870444
15.264719630123594	-99.53017467581311
13.891854213354433	-99.78462024097664
12.514757203218474	-100.01506724761103
11.133848076805236	-100.22144549932563
9.749547472411798	-100.40369213130576
8.362277061412275	-100.56175162946187
6.97245941981265	-100.69557584733964
5.580517899530019	-100.80512402078594
4.186876499435518	-100.8903627803659
2.7919597362000865	-100.95126616152766
1.396192514982688	-100.9878156125113
4.898587196589413e-15	-101.0
-1.396192514982678	-100.9878156125113
-2.7919597362000763	-100.95126616152766
-4.186876499435507	-100.8903627803659
-5.580517899530028	-100.80512402078594
-6.972459419812659	-100.69557584733964
-8.362277061412284	-100.56175162946187
-9.749547472411791	-100.40369213130577
-11.13384807680523	-100.22144549932563
-12.514757203218466	-100.01506724761103
-13.891854213354424	-99.78462024097664
-15.264719630123585	-99.53017467581311
-16.63293526542075	-99.25180805870446
-17.996084347509203	-98.94960518281881
-19.35375164797342	-98.62365810207972
-20.705523608201666	-98.27406610312546
-22.050988465359925	-97.90093567506551
-23.389736377818934	-97.50438047704284
-24.72135954999579	-97.08452130361229
-26.045452356572532	-96.64148604794535
-27.361611466053496	-96.17540966287268
-28.66943596362402	-95.68643411977614
-29.968527473272964	-95.174708365343
-31.258490279141906	-94.64038827619522
-32.53893144606402	-94.08363661140807
-33.80946093925595	-93.504622962932
-35.0696917431262	-92.90352370393336
-36.31923997916374	-92.28052193506943
-37.557725022871274	-91.63580742871414
-38.78476961970696	-90.96957657115166
-39.999999999999986	-90.28203230275511
-41.203045992804334	-89.57338405616899
-42.39354113865638	-88.84384769251409
-43.571122801202165	-88.09364543563393
-44.73543227765973	-87.32300580440335
-45.88611490808369	-86.53216354311934
-47.02282018339784	-85.7213595499958
-48.14520185216387	-84.89084080378342
-49.252918026052654	-84.04086028853776
-50.34563128398698	-83.17167691655769
-51.42300877492314	-82.28355544951825
-52.484722319240575	-81.37676641782177
-53.53044850870866	-80.45158603819154
-54.559868804999866	-79.50829612953365
-55.57266963671979	-78.54718402709209
-56.5685424949238	-77.5685424949238
-57.5471840270921	-76.57266963671978
-58.50829612953363	-75.55986880499988
-59.45158603819152	-74.53044850870867
-60.37676641782176	-73.48472231924057
-61.28355544951823	-72.42300877492316
-62.17167691655767	-71.34563128398699
-63.04086028853775	-70.25291802605267
-63.89084080378343	-69.14520185216385
-64.72135954999578	-68.02282018339787
-65.53216354311935	-66.88611490808367
-66.32300580440332	-65.73543227765975
-67.09364543563392	-64.5711228012022
-67.84384769251407	-63.39354113865639
-68.57338405616898	-62.20304599280435
